Token Similarity,AST Similarity,Data Flow Similarity,Runtime Similarity,Clone Type
63,28,88,16,Type-3
40,54,30,31,Type-3
12,97,47,16,Type-3
15,73,4,72,Type-3
97,11,66,90,Type-3
71,81,18,18,Type-3
59,48,53,11,Type-3
30,45,47,23,Type-3
54,59,92,20,Type-3
91,18,88,46,Type-3
70,51,62,39,Type-3
33,46,100,64,Type-3
96,25,19,63,Type-3
3,46,68,47,Type-3
54,99,97,64,Type-3
89,6,34,69,Type-3
65,95,10,18,Type-3
95,22,23,42,Type-3
58,70,55,99,Type-3
40,79,35,6,Type-3
65,4,35,91,Type-3
89,80,71,43,Type-3
46,5,66,15,Type-3
26,24,63,7,Type-3
78,54,2,59,Type-3
20,31,92,27,Type-3
90,64,64,97,Type-3
97,59,25,74,Type-3
10,70,88,36,Type-3
86,6,41,5,Type-3
21,79,38,64,Type-3
22,5,21,61,Type-3
64,94,50,80,Type-3
58,100,32,7,Type-3
75,34,32,47,Type-3
88,13,66,24,Type-3
69,97,30,28,Type-3
97,47,19,73,Type-3
27,14,20,58,Type-3
24,59,40,74,Type-3
81,81,14,36,Type-3
0,63,67,50,Type-3
31,94,38,54,Type-3
28,36,32,26,Type-3
19,3,33,42,Type-3
45,92,62,86,Type-3
76,12,60,19,Type-3
56,73,21,39,Type-3
11,39,54,24,Type-3
71,33,19,77,Type-3
38,47,24,87,Type-3
7,100,38,6,Type-3
81,59,38,96,Type-3
84,55,54,9,Type-3
27,97,55,13,Type-3
30,42,43,68,Type-3
14,76,26,82,Type-3
59,95,50,95,Type-3
38,47,90,53,Type-3
96,72,34,2,Type-3
86,97,58,22,Type-3
79,44,50,97,Type-3
87,51,93,75,Type-3
20,31,3,93,Type-3
7,83,32,26,Type-3
41,62,25,64,Type-3
58,64,24,54,Type-3
80,41,84,46,Type-3
78,47,76,31,Type-3
77,80,44,64,Type-3
19,99,86,32,Type-3
95,55,52,49,Type-3
60,10,26,34,Type-3
10,42,86,16,Type-3
31,72,98,81,Type-3
3,61,96,57,Type-3
28,1,76,66,Type-3
4,26,41,98,Type-3
75,69,83,81,Type-3
38,0,7,66,Type-3
22,38,88,10,Type-3
96,81,10,3,Type-3
15,59,2,25,Type-3
49,50,24,72,Type-3
10,18,56,56,Type-3
71,0,12,8,Type-3
96,55,36,91,Type-3
47,45,55,8,Type-3
33,95,57,62,Type-3
20,0,95,69,Type-3
62,61,0,52,Type-3
16,77,8,71,Type-3
33,16,1,25,Type-3
50,8,38,68,Type-3
66,42,78,65,Type-3
23,38,54,59,Type-3
21,8,77,27,Type-3
9,10,72,41,Type-3
4,10,89,83,Type-3
30,25,85,29,Type-3
23,8,28,82,Type-3
10,98,55,46,Type-3
50,8,20,87,Type-3
47,7,62,58,Type-3
77,53,4,8,Type-3
3,68,99,18,Type-3
7,68,51,17,Type-3
6,14,46,11,Type-3
98,100,94,34,Type-3
31,89,1,91,Type-3
85,33,49,0,Type-3
21,76,27,68,Type-3
89,91,60,14,Type-3
35,77,83,30,Type-3
28,0,79,90,Type-3
67,17,98,30,Type-3
94,66,36,68,Type-3
85,13,37,59,Type-3
60,26,28,44,Type-3
52,6,45,29,Type-3
71,51,66,47,Type-3
84,15,14,48,Type-3
14,41,14,30,Type-3
47,31,65,64,Type-3
53,68,69,84,Type-3
67,1,42,54,Type-3
68,66,38,34,Type-3
99,70,99,97,Type-3
63,1,86,90,Type-3
65,98,100,86,Type-3
49,76,99,13,Type-3
71,5,48,42,Type-3
46,68,8,94,Type-3
67,10,16,73,Type-3
12,81,71,92,Type-3
13,18,55,81,Type-3
8,46,83,7,Type-3
27,68,49,45,Type-3
37,71,99,70,Type-3
11,90,1,62,Type-3
91,49,75,67,Type-3
12,13,3,87,Type-4
20,2,11,68,Type-3
54,3,59,62,Type-3
37,32,59,94,Type-3
51,39,68,86,Type-3
25,36,52,52,Type-3
88,97,63,0,Type-3
21,25,94,62,Type-3
50,11,65,78,Type-3
71,51,84,53,Type-3
36,73,48,13,Type-3
44,42,67,31,Type-3
85,26,22,15,Type-3
76,100,4,78,Type-3
36,0,25,7,Type-3
13,19,57,23,Type-3
17,17,38,94,Type-3
96,5,72,48,Type-3
6,70,44,40,Type-3
73,55,71,50,Type-3
59,69,44,38,Type-3
57,92,91,56,Type-3
93,4,36,55,Type-3
54,47,79,86,Type-3
33,66,33,50,Type-3
44,83,65,72,Type-3
2,68,80,81,Type-3
39,57,77,82,Type-3
75,7,76,13,Type-3
99,64,87,2,Type-3
52,34,29,83,Type-3
30,3,55,8,Type-3
22,68,97,94,Type-3
71,8,32,21,Type-3
64,71,39,71,Type-3
54,99,54,92,Type-3
98,46,81,7,Type-3
78,87,75,15,Type-3
91,22,15,67,Type-3
11,73,9,38,Type-3
0,81,15,24,Type-3
10,10,85,68,Type-3
50,84,34,15,Type-3
100,74,3,20,Type-3
65,29,79,39,Type-3
44,93,20,78,Type-3
98,48,53,32,Type-3
71,100,0,29,Type-3
30,19,43,58,Type-3
84,18,41,72,Type-3
52,7,5,17,Type-3
44,36,35,55,Type-3
66,54,96,70,Type-3
88,8,24,40,Type-3
40,24,59,73,Type-3
27,40,99,90,Type-3
61,3,34,20,Type-3
91,22,65,72,Type-3
1,24,70,19,Type-3
71,77,55,86,Type-3
64,14,80,64,Type-3
20,38,25,26,Type-3
14,20,43,73,Type-3
54,93,100,100,Type-3
7,89,82,29,Type-3
85,22,51,6,Type-3
19,47,31,95,Type-3
76,99,32,12,Type-3
63,91,94,2,Type-3
89,37,34,61,Type-3
38,87,47,40,Type-3
6,11,45,76,Type-3
56,98,24,72,Type-3
74,74,97,12,Type-3
30,4,96,27,Type-3
33,65,89,27,Type-3
74,46,53,50,Type-3
87,45,51,60,Type-3
88,33,42,32,Type-3
50,84,57,93,Type-3
55,76,75,28,Type-3
96,82,99,17,Type-3
28,96,15,36,Type-3
62,5,48,21,Type-3
84,99,96,69,Type-3
32,45,43,17,Type-3
44,22,47,9,Type-3
5,22,99,70,Type-3
36,3,21,18,Type-3
52,1,93,67,Type-3
1,40,55,20,Type-3
93,25,79,31,Type-3
56,52,65,56,Type-3
91,28,13,58,Type-3
95,24,69,11,Type-3
50,69,79,87,Type-3
90,1,6,14,Type-3
38,34,31,97,Type-3
21,11,39,40,Type-3
78,90,92,23,Type-3
42,83,64,35,Type-3
37,51,0,72,Type-3
63,62,91,85,Type-3
36,23,97,81,Type-3
99,70,76,68,Type-3
37,89,12,71,Type-3
70,11,49,27,Type-3
30,87,25,29,Type-3
43,96,83,14,Type-3
93,73,2,14,Type-3
13,95,0,88,Type-3
97,23,72,11,Type-3
51,88,55,81,Type-3
90,84,7,41,Type-3
86,20,94,14,Type-3
66,85,3,44,Type-3
4,40,68,20,Type-3
41,55,25,50,Type-3
93,1,16,85,Type-3
6,100,44,46,Type-3
17,27,59,27,Type-3
56,99,77,49,Type-3
73,51,80,9,Type-3
43,64,85,8,Type-3
97,25,62,85,Type-3
60,70,50,92,Type-3
96,68,77,64,Type-3
62,89,27,44,Type-3
31,12,74,21,Type-3
94,40,88,19,Type-3
27,90,14,2,Type-3
3,16,76,9,Type-3
14,9,100,34,Type-3
1,12,13,50,Type-4
22,22,66,67,Type-3
58,21,46,47,Type-3
22,97,96,6,Type-3
98,8,21,62,Type-3
90,73,21,4,Type-3
25,55,39,6,Type-3
33,56,83,82,Type-3
12,17,1,92,Type-3
39,34,89,7,Type-3
50,53,70,94,Type-3
9,35,12,15,Type-3
38,74,61,12,Type-3
89,4,82,80,Type-3
3,40,71,40,Type-3
81,59,96,83,Type-3
98,9,59,99,Type-3
51,13,55,1,Type-3
80,80,46,44,Type-3
55,36,51,11,Type-3
26,50,77,28,Type-3
7,85,34,68,Type-3
52,1,69,55,Type-3
12,84,96,94,Type-3
45,46,30,1,Type-3
85,84,63,33,Type-3
35,19,94,99,Type-3
42,19,61,53,Type-3
93,89,86,40,Type-3
34,41,81,99,Type-3
50,88,33,98,Type-3
62,8,68,59,Type-3
67,40,73,74,Type-3
12,78,7,78,Type-3
46,46,0,1,Type-3
5,76,1,60,Type-3
17,96,84,15,Type-3
7,51,78,52,Type-3
40,73,54,65,Type-3
60,65,42,10,Type-3
19,9,57,86,Type-3
84,89,66,22,Type-3
95,38,82,99,Type-3
55,39,26,14,Type-3
95,11,56,60,Type-3
1,28,47,4,Type-3
65,76,88,2,Type-3
31,87,69,16,Type-3
21,56,89,92,Type-3
89,30,94,66,Type-3
40,19,45,93,Type-3
9,10,68,45,Type-3
38,92,31,84,Type-3
44,79,12,56,Type-3
4,35,61,12,Type-3
11,21,63,15,Type-3
31,45,27,57,Type-3
39,60,56,43,Type-3
17,71,83,50,Type-3
73,19,80,16,Type-3
63,38,8,34,Type-3
86,20,42,47,Type-3
0,55,67,60,Type-3
52,38,0,44,Type-3
41,29,98,46,Type-3
100,10,79,28,Type-3
81,87,40,96,Type-3
93,87,4,73,Type-3
82,83,99,32,Type-3
37,77,24,90,Type-3
16,86,98,36,Type-3
61,28,26,98,Type-3
27,78,61,94,Type-3
21,83,94,51,Type-3
45,89,79,86,Type-3
37,11,72,98,Type-3
31,51,55,20,Type-3
54,86,50,33,Type-3
88,18,74,69,Type-3
8,32,9,16,Type-3
99,24,23,33,Type-3
49,16,47,13,Type-3
36,31,71,64,Type-3
64,85,25,5,Type-3
92,33,93,51,Type-3
78,75,16,92,Type-3
43,0,24,37,Type-3
59,78,41,55,Type-3
28,60,64,64,Type-3
84,81,47,20,Type-3
62,61,93,50,Type-3
75,36,80,34,Type-3
25,64,6,88,Type-3
44,1,25,31,Type-3
94,99,27,88,Type-3
34,15,7,54,Type-3
77,54,20,40,Type-3
6,88,10,53,Type-3
66,42,78,2,Type-3
52,83,41,29,Type-3
40,48,53,9,Type-3
3,17,57,36,Type-3
1,32,3,61,Type-3
34,89,60,62,Type-3
32,14,17,47,Type-3
100,90,94,100,Type-3
49,64,58,79,Type-3
12,86,56,91,Type-3
6,57,91,40,Type-3
38,25,12,13,Type-3
90,35,74,2,Type-3
48,1,88,72,Type-3
2,85,79,84,Type-3
16,85,51,65,Type-3
24,46,18,72,Type-3
93,23,52,97,Type-3
13,90,7,38,Type-3
92,56,99,95,Type-3
4,71,28,79,Type-3
70,76,58,35,Type-3
82,63,10,73,Type-3
32,100,54,58,Type-3
84,76,56,97,Type-3
50,72,64,58,Type-3
84,35,39,90,Type-3
16,92,51,93,Type-3
86,21,11,45,Type-3
60,9,24,9,Type-3
90,40,15,18,Type-3
30,40,47,21,Type-3
14,58,8,74,Type-3
39,12,10,75,Type-3
64,35,8,89,Type-3
19,96,95,26,Type-3
33,63,49,77,Type-3
64,40,22,16,Type-3
31,34,80,42,Type-3
21,61,38,80,Type-3
61,20,24,40,Type-3
92,2,12,17,Type-3
44,67,76,27,Type-3
10,73,43,98,Type-3
32,49,100,55,Type-3
37,17,95,10,Type-3
64,66,90,88,Type-3
62,1,66,11,Type-3
37,88,16,5,Type-3
72,68,91,47,Type-3
12,99,72,0,Type-3
47,80,96,21,Type-3
23,59,81,89,Type-3
35,84,99,57,Type-3
19,75,20,39,Type-3
42,94,23,12,Type-3
56,74,68,40,Type-3
64,59,40,31,Type-3
59,81,51,86,Type-3
98,9,23,66,Type-3
42,97,95,33,Type-3
83,41,59,93,Type-3
64,9,97,99,Type-3
45,5,79,30,Type-3
61,80,97,65,Type-3
69,70,12,52,Type-3
25,76,22,91,Type-3
28,43,90,89,Type-3
40,90,33,37,Type-3
14,66,24,8,Type-3
100,45,92,66,Type-3
18,4,88,1,Type-3
72,71,68,33,Type-3
58,91,45,49,Type-3
80,74,70,23,Type-3
95,55,50,95,Type-3
27,66,80,59,Type-3
14,87,99,28,Type-3
57,8,98,84,Type-3
52,78,42,79,Type-3
41,28,28,99,Type-3
27,19,16,70,Type-3
72,51,43,21,Type-3
90,58,52,65,Type-3
18,33,57,10,Type-3
70,56,3,1,Type-3
88,75,13,82,Type-3
93,40,62,18,Type-3
76,90,95,32,Type-3
1,45,58,14,Type-3
17,62,24,26,Type-3
39,57,24,34,Type-3
52,87,91,58,Type-3
7,50,58,39,Type-3
83,49,66,82,Type-3
8,13,21,60,Type-3
76,35,77,67,Type-3
20,64,81,0,Type-3
91,70,91,17,Type-3
43,7,1,64,Type-3
59,28,68,31,Type-3
70,21,16,77,Type-3
30,11,76,5,Type-3
86,90,37,67,Type-3
12,92,94,91,Type-3
44,57,88,45,Type-3
99,6,69,85,Type-3
1,89,52,88,Type-3
33,29,8,3,Type-3
68,17,88,2,Type-3
65,74,12,27,Type-3
61,52,60,43,Type-3
46,73,12,40,Type-3
97,90,48,66,Type-3
1,31,86,34,Type-3
83,21,99,28,Type-3
71,76,75,20,Type-3
86,40,12,44,Type-3
36,13,69,79,Type-3
79,11,18,35,Type-3
85,54,54,97,Type-3
62,90,83,10,Type-3
55,22,40,91,Type-3
45,50,3,34,Type-3
62,1,12,48,Type-3
7,15,58,33,Type-3
54,22,83,41,Type-3
42,26,74,76,Type-3
89,51,96,20,Type-3
22,70,41,77,Type-3
15,79,48,88,Type-3
84,10,37,53,Type-3
51,13,95,71,Type-3
92,70,53,46,Type-3
53,88,4,80,Type-3
83,10,58,35,Type-3
75,44,100,46,Type-3
36,32,81,1,Type-3
89,95,76,15,Type-3
66,19,11,21,Type-3
17,67,29,57,Type-3
58,36,15,96,Type-3
0,61,26,72,Type-3
18,32,68,90,Type-3
12,85,61,57,Type-3
32,35,6,19,Type-3
93,0,91,51,Type-3
21,41,82,50,Type-3
26,56,46,58,Type-3
49,6,93,50,Type-3
76,71,5,40,Type-3
71,71,91,82,Type-3
52,89,76,21,Type-3
59,87,68,61,Type-3
49,26,29,81,Type-3
65,83,23,68,Type-3
82,66,70,92,Type-3
23,59,95,72,Type-3
68,70,59,9,Type-3
7,74,67,66,Type-3
19,94,54,84,Type-3
98,37,69,45,Type-3
65,17,68,26,Type-3
69,18,59,68,Type-3
58,22,90,44,Type-3
79,42,53,8,Type-3
46,89,62,2,Type-3
35,7,8,24,Type-3
1,58,91,38,Type-3
63,78,31,77,Type-3
77,59,16,8,Type-3
37,27,26,46,Type-3
25,45,16,30,Type-3
19,12,84,90,Type-3
92,54,1,34,Type-3
3,39,59,32,Type-3
83,2,59,58,Type-3
87,22,29,27,Type-3
64,75,39,49,Type-3
88,21,37,14,Type-3
13,34,92,89,Type-3
34,2,56,39,Type-3
84,51,100,34,Type-3
99,42,60,66,Type-3
51,96,42,73,Type-3
22,47,100,15,Type-3
19,90,38,55,Type-3
89,25,38,35,Type-3
26,67,93,75,Type-3
40,73,68,52,Type-3
77,57,50,58,Type-3
35,49,34,61,Type-3
3,93,80,76,Type-3
25,51,33,48,Type-3
39,93,79,65,Type-3
79,42,73,86,Type-3
83,27,32,44,Type-3
87,47,21,2,Type-3
73,51,21,22,Type-3
65,78,73,79,Type-3
72,36,94,14,Type-3
81,18,13,90,Type-3
93,22,19,41,Type-3
2,53,71,30,Type-3
63,80,82,89,Type-3
28,67,48,47,Type-3
53,82,97,16,Type-3
6,64,46,47,Type-3
24,35,73,27,Type-3
23,42,98,33,Type-3
42,53,20,13,Type-3
5,84,29,86,Type-3
14,6,76,58,Type-3
78,89,82,25,Type-3
39,83,62,57,Type-3
90,1,26,49,Type-3
60,88,27,39,Type-3
20,69,62,66,Type-3
57,29,24,78,Type-3
95,100,72,22,Type-3
31,96,55,5,Type-3
11,36,19,45,Type-3
8,27,44,87,Type-3
19,93,14,88,Type-3
14,55,8,48,Type-3
76,63,64,8,Type-3
7,73,15,51,Type-3
20,78,10,84,Type-3
44,82,20,63,Type-3
88,52,87,50,Type-3
98,75,5,36,Type-3
39,98,48,0,Type-3
93,94,84,50,Type-3
94,11,6,84,Type-3
5,57,1,79,Type-3
10,11,20,29,Type-3
63,85,14,38,Type-3
41,89,36,30,Type-3
58,6,78,81,Type-3
7,42,61,32,Type-3
71,66,55,41,Type-3
54,35,83,7,Type-3
38,58,48,85,Type-3
50,31,83,11,Type-3
54,46,44,26,Type-3
75,6,38,92,Type-3
2,46,38,56,Type-3
42,41,45,29,Type-3
44,60,47,43,Type-3
79,79,87,17,Type-3
90,50,62,30,Type-3
15,55,34,38,Type-3
4,35,100,12,Type-3
39,42,78,37,Type-3
75,22,78,55,Type-3
66,12,74,9,Type-3
98,44,60,37,Type-3
44,71,69,90,Type-3
2,49,31,96,Type-3
30,99,64,17,Type-3
23,85,13,45,Type-3
28,30,35,77,Type-3
54,37,12,9,Type-3
32,77,98,82,Type-3
50,68,10,68,Type-3
79,30,6,9,Type-3
96,53,23,98,Type-3
73,72,95,99,Type-3
29,7,26,97,Type-3
97,11,35,78,Type-3
60,58,78,50,Type-3
59,68,22,30,Type-3
34,54,97,80,Type-3
6,31,41,66,Type-3
5,97,91,48,Type-3
14,25,87,97,Type-3
95,11,0,100,Type-3
65,96,37,22,Type-3
95,8,79,69,Type-3
91,0,38,72,Type-3
84,14,74,64,Type-3
16,97,58,43,Type-3
18,34,93,86,Type-3
13,90,33,87,Type-3
48,7,61,91,Type-3
50,5,43,48,Type-3
33,21,89,57,Type-3
83,39,10,21,Type-3
20,35,68,14,Type-3
47,46,11,68,Type-3
66,76,34,74,Type-3
57,74,4,48,Type-3
77,76,37,47,Type-3
20,44,59,62,Type-3
26,70,61,20,Type-3
70,94,96,25,Type-3
28,67,13,61,Type-3
8,54,43,9,Type-3
78,99,33,95,Type-3
43,70,69,81,Type-3
27,37,68,61,Type-3
37,54,22,13,Type-3
14,96,22,49,Type-3
14,74,100,12,Type-3
29,91,10,65,Type-3
31,15,6,84,Type-3
39,44,78,46,Type-3
75,23,52,25,Type-3
83,48,74,34,Type-3
90,51,25,33,Type-3
1,24,41,78,Type-3
21,89,5,54,Type-3
25,21,7,49,Type-3
39,79,86,80,Type-3
7,43,60,59,Type-3
35,82,51,1,Type-3
25,48,71,2,Type-3
100,53,40,68,Type-3
80,74,14,21,Type-3
6,63,28,52,Type-3
0,45,40,52,Type-3
90,0,42,10,Type-3
89,30,88,33,Type-3
31,98,68,3,Type-3
77,77,69,27,Type-3
82,51,9,38,Type-3
8,73,62,96,Type-3
58,2,21,1,Type-3
43,61,98,35,Type-3
64,27,46,21,Type-3
20,9,12,99,Type-3
19,41,4,23,Type-3
48,25,3,81,Type-3
96,21,1,43,Type-3
32,30,66,13,Type-3
17,31,5,62,Type-3
40,35,14,14,Type-3
16,70,63,100,Type-3
12,71,87,26,Type-3
42,28,61,81,Type-3
72,71,0,66,Type-3
64,69,73,10,Type-3
22,61,22,54,Type-3
39,88,23,52,Type-3
33,41,47,25,Type-3
35,55,40,12,Type-3
49,36,58,0,Type-3
77,91,16,55,Type-3
84,31,40,18,Type-3
84,34,45,7,Type-3
91,76,93,64,Type-3
95,10,47,52,Type-3
29,6,80,17,Type-3
39,9,14,97,Type-3
11,90,76,59,Type-3
92,69,39,76,Type-3
0,58,98,28,Type-3
89,6,31,75,Type-3
15,43,79,53,Type-3
81,17,15,96,Type-3
96,76,17,31,Type-3
49,12,4,84,Type-3
42,13,51,76,Type-3
86,15,66,30,Type-3
59,17,92,99,Type-3
4,61,4,10,Type-3
20,47,66,36,Type-3
64,60,58,42,Type-3
94,93,46,85,Type-3
81,12,71,85,Type-3
20,37,37,96,Type-3
70,48,63,82,Type-3
64,22,42,62,Type-3
22,18,61,85,Type-3
90,71,27,65,Type-3
59,80,19,71,Type-3
1,35,79,25,Type-3
33,7,98,58,Type-3
56,56,47,7,Type-3
15,97,3,15,Type-3
73,29,33,81,Type-3
83,5,51,27,Type-3
47,2,82,72,Type-3
100,23,97,78,Type-3
24,91,59,20,Type-3
67,23,44,84,Type-3
31,11,92,88,Type-3
44,34,53,86,Type-3
91,35,92,58,Type-3
39,82,4,12,Type-3
12,47,77,79,Type-3
4,36,23,88,Type-3
16,38,5,80,Type-3
70,63,79,4,Type-3
9,81,40,51,Type-3
90,2,73,42,Type-3
58,72,84,48,Type-3
34,50,79,56,Type-3
22,37,61,14,Type-3
55,21,91,20,Type-3
15,84,18,7,Type-3
51,14,63,68,Type-3
26,62,62,23,Type-3
14,74,82,70,Type-3
61,90,91,12,Type-3
5,33,11,60,Type-3
23,93,42,62,Type-3
86,54,79,99,Type-3
4,35,2,29,Type-3
70,5,25,100,Type-3
85,11,6,61,Type-3
92,13,29,40,Type-3
52,99,81,3,Type-3
30,56,22,7,Type-3
34,21,68,32,Type-3
97,78,63,6,Type-3
18,95,27,72,Type-3
33,62,27,90,Type-3
93,42,80,85,Type-3
82,93,67,88,Type-3
81,86,21,24,Type-3
0,15,80,39,Type-3
40,38,73,12,Type-3
52,11,52,92,Type-3
79,83,25,55,Type-3
63,96,25,70,Type-3
39,13,43,8,Type-3
61,94,55,2,Type-3
54,36,7,53,Type-3
91,51,12,5,Type-3
10,49,39,40,Type-3
51,93,7,1,Type-3
95,56,48,54,Type-3
25,25,19,57,Type-3
73,36,64,84,Type-3
86,17,84,63,Type-3
47,34,26,36,Type-3
44,9,42,94,Type-3
32,17,70,100,Type-3
63,0,54,6,Type-3
77,44,46,51,Type-3
8,2,56,100,Type-3
77,44,70,39,Type-3
99,33,38,27,Type-3
1,69,8,14,Type-3
74,89,68,14,Type-3
13,21,100,78,Type-3
35,83,82,74,Type-3
34,92,61,22,Type-3
63,90,34,6,Type-3
24,86,100,65,Type-3
96,65,68,84,Type-3
8,10,87,73,Type-3
76,16,11,69,Type-3
42,36,93,65,Type-3
9,18,56,62,Type-3
56,31,49,75,Type-3
32,81,45,50,Type-3
8,99,10,81,Type-3
53,10,82,69,Type-3
12,87,23,54,Type-3
23,77,35,31,Type-3
61,10,49,84,Type-3
39,29,90,97,Type-3
58,1,9,7,Type-3
55,34,11,91,Type-3
63,28,80,91,Type-3
59,81,6,1,Type-3
80,98,44,23,Type-3
96,90,27,50,Type-3
22,50,59,72,Type-3
26,4,81,30,Type-3
60,68,31,3,Type-3
43,86,68,70,Type-3
56,21,46,78,Type-3
42,27,69,92,Type-3
61,24,75,31,Type-3
25,3,96,25,Type-3
87,45,69,1,Type-3
74,32,26,44,Type-3
92,90,10,64,Type-3
63,22,2,38,Type-3
68,37,83,58,Type-3
23,52,0,79,Type-3
72,62,89,89,Type-3
73,3,16,27,Type-3
10,36,72,84,Type-3
94,92,5,43,Type-3
66,0,34,54,Type-3
88,66,54,41,Type-3
52,3,93,58,Type-3
42,17,37,6,Type-3
26,45,46,65,Type-3
0,6,56,64,Type-3
48,60,22,67,Type-3
47,0,32,39,Type-3
79,92,85,16,Type-3
98,56,41,71,Type-3
78,12,74,45,Type-3
97,89,72,57,Type-3
52,23,0,80,Type-3
10,27,31,89,Type-3
8,51,89,15,Type-3
60,69,94,24,Type-3
87,8,33,42,Type-3
100,100,89,67,Type-3
98,26,32,10,Type-3
21,58,1,77,Type-3
70,100,74,80,Type-3
43,53,80,20,Type-3
29,30,4,96,Type-3
59,43,70,3,Type-3
92,83,6,8,Type-3
54,84,71,57,Type-3
38,92,8,9,Type-3
40,23,44,46,Type-3
8,67,88,51,Type-3
0,12,91,22,Type-3
2,35,98,84,Type-3
68,47,80,12,Type-3
10,44,97,52,Type-3
3,9,21,43,Type-3
32,20,42,41,Type-3
32,79,19,54,Type-3
44,52,48,46,Type-3
19,94,99,55,Type-3
36,55,49,89,Type-3
83,77,59,79,Type-3
97,62,58,55,Type-3
20,17,19,69,Type-3
57,78,89,3,Type-3
50,64,89,100,Type-3
70,32,90,91,Type-3
15,31,3,91,Type-3
95,74,37,69,Type-3
35,79,23,97,Type-3
49,3,21,54,Type-3
74,49,94,77,Type-3
47,13,99,17,Type-3
28,34,4,46,Type-3
41,45,86,97,Type-3
97,7,27,45,Type-3
58,38,38,75,Type-3
54,47,36,42,Type-3
73,97,30,71,Type-3
66,58,83,72,Type-3
21,0,90,16,Type-3
95,75,80,85,Type-3
83,30,52,92,Type-3
1,47,18,92,Type-3
7,29,84,44,Type-3
40,15,53,66,Type-3
88,40,22,94,Type-3
10,77,50,84,Type-3
23,84,6,2,Type-3
25,23,16,37,Type-3
34,64,76,12,Type-3
4,99,86,44,Type-3
14,10,19,17,Type-3
13,88,94,54,Type-3
36,76,78,83,Type-3
17,79,66,98,Type-3
75,92,86,63,Type-3
66,18,61,0,Type-3
45,78,80,53,Type-3
96,18,84,64,Type-3
67,30,49,75,Type-3
56,11,33,97,Type-3
39,32,78,30,Type-3
89,69,77,94,Type-3
84,41,69,34,Type-3
44,50,57,10,Type-3
15,55,94,79,Type-3
61,52,58,69,Type-3
22,86,39,41,Type-3
87,79,49,7,Type-3
72,41,70,80,Type-3
82,56,10,26,Type-3
90,35,80,23,Type-3
94,16,34,18,Type-3
50,17,81,21,Type-3
0,3,47,16,Type-3
76,92,5,3,Type-3
44,50,41,2,Type-3
3,19,97,68,Type-3
54,66,96,19,Type-3
88,56,95,94,Type-3
9,13,31,71,Type-3
86,91,3,46,Type-3
29,43,39,89,Type-3
13,24,54,28,Type-3
95,63,14,91,Type-3
29,1,55,40,Type-3
4,37,10,63,Type-3
14,77,49,17,Type-3
16,5,57,57,Type-3
47,47,48,77,Type-3
96,87,66,58,Type-3
75,99,98,61,Type-3
24,80,37,94,Type-3
18,27,33,9,Type-3
58,98,70,56,Type-3
52,65,39,4,Type-3
86,38,21,86,Type-3
38,84,10,70,Type-3
4,40,41,63,Type-3
39,2,41,82,Type-3
84,70,27,91,Type-3
57,0,56,54,Type-3
99,48,29,23,Type-3
77,34,67,26,Type-3
5,34,70,32,Type-3
18,48,87,90,Type-3
67,61,83,4,Type-3
23,15,56,86,Type-3
89,64,32,5,Type-3
18,1,27,1,Type-3
58,1,62,70,Type-3
60,66,31,10,Type-3
31,58,42,1,Type-3
44,41,66,55,Type-3
34,98,86,26,Type-3
53,31,15,63,Type-3
1,15,16,89,Type-3
96,48,50,85,Type-3
73,52,54,88,Type-3
44,65,4,65,Type-3
32,36,29,99,Type-3
22,52,16,12,Type-3
97,50,96,74,Type-3
35,75,64,41,Type-3
93,65,73,94,Type-3
68,87,67,80,Type-3
84,1,43,67,Type-3
79,1,71,74,Type-3
70,28,48,98,Type-3
8,65,76,56,Type-3
87,14,98,86,Type-3
48,44,93,36,Type-3
25,84,43,39,Type-3
95,82,35,53,Type-3
26,79,82,78,Type-3
40,70,2,0,Type-3
82,28,80,56,Type-3
71,82,38,21,Type-3
100,32,82,47,Type-3
5,87,7,54,Type-3
82,50,11,79,Type-3
86,82,94,22,Type-3
65,4,33,89,Type-3
60,36,28,7,Type-3
66,88,64,72,Type-3
65,2,59,38,Type-3
76,91,13,67,Type-3
95,89,72,90,Type-3
42,10,74,62,Type-3
24,10,41,94,Type-3
61,6,95,30,Type-3
12,89,73,39,Type-3
93,67,4,11,Type-3
82,18,5,87,Type-3
23,33,37,47,Type-3
96,9,46,69,Type-3
58,1,36,75,Type-3
76,70,62,75,Type-3
94,34,87,55,Type-3
37,31,55,25,Type-3
7,14,27,48,Type-3
57,11,76,80,Type-3
29,62,13,58,Type-3
18,76,93,40,Type-3
95,42,98,67,Type-3
29,71,36,65,Type-3
54,84,15,12,Type-3
45,26,86,98,Type-3
37,54,34,93,Type-3
16,80,7,77,Type-3
97,74,69,64,Type-3
79,71,60,11,Type-3
58,31,26,39,Type-3
36,9,80,7,Type-3
54,34,28,73,Type-3
5,91,79,52,Type-3
65,95,76,43,Type-3
68,3,81,8,Type-3
41,90,40,14,Type-3
82,38,83,50,Type-3
64,42,89,82,Type-3
88,17,86,16,Type-3
79,31,69,75,Type-3
93,68,76,12,Type-3
93,100,61,3,Type-3
9,27,24,32,Type-3
39,38,37,67,Type-3
51,76,30,57,Type-3
23,85,10,0,Type-3
58,26,62,50,Type-3
20,52,75,95,Type-3
51,8,77,52,Type-3
78,90,17,36,Type-3
4,50,67,57,Type-3
